device_id,device_type,manufacturer,model,firmware_version,firmware_year,firmware_age_years,ip_address,default_credentials,authentication,encryption,rtsp_enabled,rtsp_auth_required,open_ports,open_ports_count,upnp_enabled,internet_facing,behind_firewall,cloud_service,ssl_certificate_valid,password_complexity,failed_login_attempts,vulnerability_count,vulnerabilities,max_cvss_score,avg_cvss_score,exploit_difficulty,total_exploit_steps,risk_score,risk_level,risk_numeric
CCTV-00100,IP Camera,Hanwha,PNM-9084RQZ,V16.9.88,2016,10,150.13.236.242,1,basic,none,0,1,"80,554,4520",3,1,0,1,1,0,none,144,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,192.0,Critical,3
CCTV-00101,NVR,Uniview,NVR304-32E-B,V17.4.88,2017,9,187.214.18.203,1,no-auth,none,0,1,"80,8000",2,1,0,1,1,0,high,114,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,194.0,Critical,3
CCTV-00102,IP Camera,CP Plus,CP-DGC-D13L2,V19.1.13,2019,7,158.113.228.96,0,no-auth,weak,1,0,"443,8080",2,0,1,1,1,0,medium,56,3,Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.3,6.33,19,150.0,Critical,3
CCTV-00103,IP Camera,Axis,P3265-LVE,V21.9.88,2021,5,122.231.163.18,0,basic,strong,1,1,"80,443,554",3,0,0,1,1,0,low,89,1,Outdated Firmware,9.8,9.8,7.0,7,84.0,Critical,3
CCTV-00104,IP Camera,CP Plus,CP-UNC-TA21L3,V21.1.2,2021,5,111.14.101.116,0,basic,weak,1,1,"443,554,9000",3,1,1,1,0,0,none,47,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,117.0,Critical,3
CCTV-00105,IP Camera,Vivotek,IP8160-W,V17.3.26,2017,9,127.88.152.236,1,no-auth,none,1,0,"80,443,554,8080",4,1,0,1,1,0,medium,80,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,209.0,Critical,3
CCTV-00106,IP Camera,Vivotek,ND9541P,V15.2.40,2015,11,90.230.27.222,1,basic,weak,0,1,"80,443,554,8080",4,1,0,1,0,0,medium,44,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,180.0,Critical,3
CCTV-00107,IP Camera,CP Plus,CP-UNC-TA21L3,V18.3.49,2018,8,140.57.58.69,0,no-auth,weak,0,1,"80,443,554,8080,9000",5,0,1,1,1,1,medium,117,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,133.0,Critical,3
CCTV-00108,IP Camera,Hanwha,QNV-7080R,V21.5.69,2021,5,70.107.179.221,0,strong,weak,1,1,"80,554,4520",3,1,1,0,0,0,high,112,3,Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.03,7.0,21,147.0,Critical,3
CCTV-00109,IP Camera,Uniview,IPC2328SBR3-DPZ,V15.2.26,2015,11,80.64.67.64,0,no-auth,none,1,0,"80,443,554,8000",4,1,0,1,0,0,none,24,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.42,5.25,21,190.0,Critical,3
CCTV-00110,NVR,Dahua,DHI-XVR1B04,V21.6.62,2021,5,10.47.234.163,1,basic,weak,1,1,"80,8000",2,0,0,1,1,0,low,124,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,139.0,Critical,3
CCTV-00111,IP Camera,Uniview,IPC532E-DL-IN,V22.8.50,2022,4,170.235.8.32,1,basic,strong,1,1,"80,443,8000",3,0,0,1,0,1,none,12,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,116.0,Critical,3
CCTV-00112,IP Camera,Hanwha,PNM-9084RQZ,V17.0.54,2017,9,119.46.48.1,1,no-auth,strong,1,0,"80,554",2,1,0,1,1,1,none,42,3,Default Credentials | Outdated Firmware | Exposed RTSP Stream,9.8,9.4,5.0,15,174.0,Critical,3
CCTV-00113,IP Camera,Dahua,IPC-HFW5831E,V15.9.28,2015,11,44.73.35.136,1,basic,strong,1,1,"8000,37777",2,1,0,1,1,1,low,26,3,Default Credentials | Outdated Firmware | Path Traversal,9.8,9.13,5.67,17,160.0,Critical,3
CCTV-00114,IP Camera,Vivotek,IB9389-EHT,V19.2.56,2019,7,80.43.127.142,1,basic,none,0,1,"80,443,554,8080",4,1,0,1,1,0,low,109,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,183.0,Critical,3
CCTV-00115,IP Camera,Vivotek,ND9541P,V20.4.99,2020,6,137.36.6.253,0,strong,none,0,1,"443,554",2,1,0,1,0,0,low,61,3,Outdated Firmware | No Encryption | Path Traversal,9.8,8.37,6.0,18,140.0,Critical,3
CCTV-00116,IP Camera,CP Plus,CP-VCG-SD10L2,V15.9.53,2015,11,189.205.42.164,1,no-auth,none,0,1,"80,443",2,1,0,1,1,0,medium,101,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,200.0,Critical,3
CCTV-00117,IP Camera,Vivotek,IZ9361-EH,V19.4.10,2019,7,180.89.61.4,1,no-auth,weak,0,1,"80,443,554,8080",4,1,1,1,0,0,none,111,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,198.0,Critical,3
CCTV-00118,IP Camera,Uniview,IPC672LR-AX4DUPK,V20.2.63,2020,6,79.32.134.183,0,basic,weak,0,1,"80,8000",2,0,1,0,0,0,medium,85,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,127.0,Critical,3
CCTV-00119,IP Camera,Vivotek,FD9389-EHTV,V18.8.46,2018,8,19.214.114.83,1,no-auth,weak,1,0,"80,8080",2,0,1,1,1,0,low,93,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.76,7.2,36,208.0,Critical,3
CCTV-00120,IP Camera,Dahua,IPC-HDBW2831R,V23.5.34,2023,3,32.233.4.95,0,strong,strong,0,1,"443,37777",2,0,1,1,0,0,medium,72,0,None,0.0,0.0,0.0,0,24.0,Low,0
CCTV-00121,NVR,Dahua,NVR5208-8P,V18.4.94,2018,8,88.53.105.136,1,basic,none,1,1,"80,443,37777",3,1,1,0,1,1,high,2,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,206.0,Critical,3
CCTV-00122,IP Camera,Dahua,IPC-HDBW2831R,V18.0.18,2018,8,76.161.201.180,1,strong,none,0,1,"80,443,554,8000,37777",5,1,0,1,0,1,low,15,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,181.0,Critical,3
CCTV-00123,IP Camera,Hanwha,XRN-2011,V16.4.29,2016,10,33.80.155.212,1,basic,none,1,1,"80,4520",2,1,0,1,1,1,low,53,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,172.0,Critical,3
CCTV-00124,IP Camera,Uniview,IPC2124SR3-PF40,V16.5.18,2016,10,45.62.6.16,1,basic,weak,1,1,"80,443,554,8000",4,0,0,1,0,0,low,24,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,154.0,Critical,3
CCTV-00125,IP Camera,Hanwha,XNV-8082R,V15.6.47,2015,11,120.202.254.8,0,no-auth,strong,1,0,"80,4520",2,1,1,0,0,0,none,84,3,Outdated Firmware | Exposed RTSP Stream | SQL Injection,9.8,9.07,5.33,16,185.0,Critical,3
CCTV-00126,IP Camera,Axis,M3067-P,V16.3.23,2016,10,171.9.195.201,1,basic,strong,1,1,"443,554",2,1,1,1,0,0,none,107,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,157.0,Critical,3
CCTV-00127,IP Camera,Uniview,IPC532E-DL-IN,V18.7.44,2018,8,24.112.198.91,0,no-auth,weak,1,0,"80,443,554",3,1,0,1,0,0,high,59,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.5,7.75,31,166.0,Critical,3
CCTV-00128,IP Camera,Hanwha,PNM-9084RQZ,V16.9.40,2016,10,66.10.244.1,0,no-auth,none,1,0,"80,443,554,4520",4,0,0,1,0,0,low,44,5,Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.76,6.8,34,194.0,Critical,3
CCTV-00129,NVR,CP Plus,CP-PLUS-16CH-DVR,V16.2.43,2016,10,96.154.165.35,1,no-auth,none,1,0,"443,9000",2,0,0,1,0,0,medium,95,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,204.0,Critical,3
CCTV-00130,IP Camera,Dahua,IPC-HDBW2831R,V21.7.83,2021,5,155.16.93.155,1,basic,weak,0,1,"443,554,8000,37777",4,0,1,0,1,1,low,146,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,159.0,Critical,3
CCTV-00131,NVR,CP Plus,CP-PLUS-16CH-DVR,V16.9.13,2016,10,117.85.211.127,0,basic,none,1,1,"80,443,554,9000",4,1,1,1,1,1,medium,27,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,157.0,Critical,3
CCTV-00132,IP Camera,Axis,Q1615-E,V18.1.61,2018,8,162.247.15.111,0,no-auth,none,1,0,"80,443,554",3,1,1,0,1,1,medium,41,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.42,5.25,21,201.0,Critical,3
CCTV-00133,IP Camera,Uniview,IPC672LR-AX4DUPK,V19.6.20,2019,7,32.150.245.52,1,basic,none,1,1,"80,443,554,8000",4,1,0,1,1,0,none,39,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,183.0,Critical,3
CCTV-00134,IP Camera,Hikvision,DS-2CD2043G,V16.4.10,2016,10,48.49.43.172,1,basic,none,1,1,"80,443,8000,8080",4,0,1,1,1,0,medium,57,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,179.0,Critical,3
CCTV-00135,IP Camera,CP Plus,CP-DGC-D13L2,V17.9.29,2017,9,124.88.85.249,1,no-auth,none,1,0,"80,443,554,8080,9000",5,1,0,1,0,1,medium,132,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.7,5.2,26,219.0,Critical,3
CCTV-00136,NVR,Dahua,NVR4104HS,V15.6.10,2015,11,117.57.212.39,0,basic,none,1,1,"80,554,8000,37777",4,1,0,1,0,0,medium,3,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,140.0,Critical,3
CCTV-00137,IP Camera,Dahua,SD22204UE-GN,V19.1.13,2019,7,94.121.25.191,1,basic,weak,1,1,"443,554,8000,37777",4,1,0,1,0,1,none,102,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,148.0,Critical,3
CCTV-00138,IP Camera,Axis,P1455-LE,V23.0.43,2023,3,114.248.191.211,0,strong,strong,1,1,"80,554",2,0,1,0,0,1,none,22,0,None,0.0,0.0,0.0,0,34.0,Medium,1
CCTV-00139,IP Camera,Hikvision,DS-2CD2T85G1,V21.1.39,2021,5,80.188.237.130,0,basic,weak,1,1,"443,8000",2,0,1,1,1,1,medium,92,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,104.0,Critical,3
CCTV-00140,IP Camera,Axis,M2026-LE,V19.3.47,2019,7,64.113.115.174,0,basic,none,1,1,"80,443,554",3,0,0,1,0,1,high,41,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,115.0,Critical,3
CCTV-00141,NVR,Dahua,NVR5208-8P,V19.8.2,2019,7,74.111.238.78,0,no-auth,none,1,0,"80,8000,37777",3,1,0,1,0,1,low,70,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.68,5.5,22,173.0,Critical,3
CCTV-00142,IP Camera,Uniview,IPC2328SBR3-DPZ,V19.0.65,2019,7,58.76.123.231,0,no-auth,none,1,0,"80,443,554,8000",4,1,0,1,0,0,medium,66,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,163.0,Critical,3
CCTV-00143,IP Camera,Hikvision,DS-2DE4A425IW,V17.5.87,2017,9,53.92.150.25,1,strong,weak,1,1,"80,443,554,8000,8080",5,1,0,1,0,0,high,121,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,159.0,Critical,3
CCTV-00144,IP Camera,Axis,P3245-LVE,V20.8.97,2020,6,23.36.241.228,0,no-auth,none,0,1,"80,443",2,0,1,1,1,0,low,75,3,Outdated Firmware | No Encryption | SQL Injection,9.8,8.7,6.33,19,162.0,Critical,3
CCTV-00145,NVR,Dahua,DHI-NVR4216-16P,V15.6.67,2015,11,171.90.160.163,1,strong,none,1,1,"443,554,8000",3,0,0,1,0,1,medium,46,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,167.0,Critical,3
CCTV-00146,IP Camera,Hikvision,DS-2CD2043G,V17.3.97,2017,9,145.97.9.174,1,no-auth,weak,0,1,"8000,8080",2,1,0,1,1,0,medium,9,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,179.0,Critical,3
CCTV-00147,IP Camera,Hikvision,DS-2CD1023G,V16.5.39,2016,10,58.84.206.5,1,basic,none,1,1,"443,554",2,1,0,1,0,0,low,34,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,177.0,Critical,3
CCTV-00148,NVR,Dahua,NVR4104HS,V20.2.27,2020,6,39.213.227.98,0,basic,strong,1,1,"554,8000",2,0,1,1,0,0,none,5,1,Outdated Firmware,9.8,9.8,7.0,7,97.0,Critical,3
CCTV-00149,IP Camera,Hikvision,DS-2CD2T85G1,V16.2.26,2016,10,61.183.209.76,1,no-auth,weak,0,1,"80,443,8000,8080",4,1,0,1,0,1,none,127,5,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow | SQL Injection,9.8,8.8,7.8,39,207.0,Critical,3
CCTV-00150,IP Camera,Dahua,IPC-HFW1230S,V18.3.88,2018,8,85.135.237.13,0,basic,strong,0,1,"443,8000",2,1,0,1,1,0,high,25,1,Outdated Firmware,9.8,9.8,7.0,7,101.0,Critical,3
CCTV-00151,IP Camera,Hikvision,DS-2CD2085FWD,V22.4.46,2022,4,33.190.175.47,0,basic,weak,1,1,"80,8000",2,0,0,1,1,1,high,68,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,91.0,Critical,3
CCTV-00152,IP Camera,Hikvision,DS-7616NI-Q2,V17.7.34,2017,9,107.183.14.221,1,no-auth,weak,1,0,"80,554,8000",3,0,1,0,0,0,medium,123,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,226.0,Critical,3
CCTV-00153,IP Camera,Uniview,IPC672LR-AX4DUPK,V18.7.14,2018,8,98.197.76.215,0,basic,strong,0,1,"554,8000",2,0,0,1,0,0,medium,110,2,Outdated Firmware | Buffer Overflow,9.8,9.45,9.5,19,108.0,Critical,3
CCTV-00154,IP Camera,Hanwha,QNV-7080R,V23.9.6,2023,3,70.40.235.114,1,basic,strong,1,1,"80,443,4520",3,0,0,1,1,1,medium,140,1,Default Credentials,9.8,9.8,5.0,5,98.0,Critical,3
CCTV-00155,IP Camera,Hanwha,XND-6085V,V15.7.57,2015,11,97.186.27.210,1,no-auth,none,1,0,"80,554,4520",3,0,0,1,0,0,medium,130,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,207.0,Critical,3
CCTV-00156,IP Camera,Dahua,IPC-HFW5831E,V17.9.76,2017,9,114.54.130.157,1,no-auth,none,1,0,"80,554,37777",3,0,0,1,0,1,none,27,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,226.0,Critical,3
CCTV-00157,NVR,Dahua,NVR4104HS,V15.6.27,2015,11,55.88.65.27,1,no-auth,none,1,0,"80,443,554,8000,37777",5,0,0,1,1,0,medium,110,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,207.0,Critical,3
CCTV-00158,IP Camera,Axis,P3719-PLE,V19.5.64,2019,7,189.160.111.52,0,basic,none,0,1,"443,554",2,0,1,1,0,0,low,131,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,130.0,Critical,3
CCTV-00159,IP Camera,Dahua,SD22204UE-GN,V20.5.86,2020,6,13.54.12.98,1,basic,none,1,1,"80,554,8000,37777",4,1,0,1,0,0,low,136,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,165.0,Critical,3
CCTV-00160,IP Camera,Dahua,IPC-HFW1230S,V19.3.34,2019,7,175.199.121.131,0,basic,weak,1,1,"554,37777",2,0,1,0,1,0,high,143,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,130.0,Critical,3
CCTV-00161,IP Camera,Hanwha,QND-7082R,V20.0.48,2020,6,59.150.229.46,0,no-auth,none,1,0,"80,443,554,4520",4,1,0,1,0,0,medium,94,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,160.0,Critical,3
CCTV-00162,IP Camera,Uniview,IPC322LR3-VSPF40,V16.2.94,2016,10,23.154.251.203,1,basic,weak,1,1,"554,8000",2,0,0,1,1,0,none,10,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,154.0,Critical,3
CCTV-00163,IP Camera,Vivotek,IZ9361-EH,V17.5.67,2017,9,153.4.58.172,1,basic,strong,1,1,"80,443,8080",3,1,0,1,1,1,high,55,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,139.0,Critical,3
CCTV-00164,IP Camera,CP Plus,CP-USC-TA13L2,V16.9.79,2016,10,85.98.164.132,1,strong,none,1,1,"554,8080",2,1,0,1,1,0,medium,95,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,177.0,Critical,3
CCTV-00165,IP Camera,Hikvision,DS-2CD2143G,V15.8.68,2015,11,28.116.132.105,1,strong,none,0,1,"80,443,554,8000,8080",5,0,1,1,1,0,none,13,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,197.0,Critical,3
CCTV-00166,IP Camera,Axis,P3265-LVE,V19.6.40,2019,7,122.195.202.211,1,no-auth,none,1,0,"80,554",2,0,1,0,1,0,medium,77,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,235.0,Critical,3
CCTV-00167,IP Camera,Uniview,IPC2124SR3-PF40,V18.8.28,2018,8,98.108.211.232,1,basic,none,1,1,"80,443,554,8000",4,1,1,1,0,1,medium,137,5,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow | Path Traversal,9.8,8.8,7.0,35,206.0,Critical,3
CCTV-00168,IP Camera,Uniview,IPC672LR-AX4DUPK,V15.3.78,2015,11,70.51.145.159,0,basic,weak,0,1,"443,8000",2,1,1,0,1,1,high,124,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,145.0,Critical,3
CCTV-00169,IP Camera,Hikvision,DS-2CD1023G,V16.7.42,2016,10,132.236.228.92,1,basic,none,1,1,"80,443,554,8080",4,1,0,1,0,0,medium,70,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,192.0,Critical,3
CCTV-00170,IP Camera,Hanwha,QND-7082R,V18.1.22,2018,8,19.133.241.168,0,strong,weak,0,1,"80,443,554,4520",4,0,0,1,0,0,low,148,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,108.0,Critical,3
CCTV-00171,IP Camera,Hanwha,PNM-9084RQZ,V17.3.98,2017,9,154.74.247.241,0,no-auth,strong,1,0,"443,4520",2,1,0,1,0,0,medium,42,4,Outdated Firmware | Exposed RTSP Stream | Buffer Overflow | SQL Injection,9.8,9.07,7.0,28,169.0,Critical,3
CCTV-00172,IP Camera,CP Plus,CP-UNC-TA21L3,V16.7.29,2016,10,54.192.193.94,1,basic,strong,1,1,"80,443,8080,9000",4,1,0,1,0,1,medium,70,3,Default Credentials | Outdated Firmware | Buffer Overflow,9.8,9.57,8.0,24,157.0,Critical,3
CCTV-00173,IP Camera,Vivotek,FD9389-EHTV,V18.6.28,2018,8,68.212.169.185,0,basic,none,1,1,"80,554,8080",3,1,1,1,1,0,low,40,3,Outdated Firmware | No Encryption | Path Traversal,9.8,8.37,6.0,18,156.0,Critical,3
CCTV-00174,IP Camera,Hikvision,DS-2CD2385G1,V19.7.26,2019,7,173.9.145.243,1,no-auth,weak,1,0,"80,443,8000",3,1,1,1,1,0,medium,46,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.68,6.0,24,198.0,Critical,3
CCTV-00175,IP Camera,Hikvision,DS-2CD1023G,V17.7.61,2017,9,143.214.76.156,1,no-auth,none,0,1,"80,443,554",3,0,0,1,1,0,low,58,5,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow | SQL Injection,9.8,9.0,7.2,36,216.0,Critical,3
CCTV-00176,IP Camera,Hikvision,DS-2CD2085FWD,V18.9.76,2018,8,157.50.217.35,1,no-auth,none,1,0,"80,443,554,8000,8080",5,1,1,0,1,0,low,97,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,231.0,Critical,3
CCTV-00177,IP Camera,CP Plus,CP-USC-TA13L2,V20.1.36,2020,6,176.129.133.219,1,basic,strong,1,1,"80,443",2,1,0,1,1,1,low,104,3,Default Credentials | Outdated Firmware | Path Traversal,9.8,9.13,5.67,17,145.0,Critical,3
CCTV-00178,IP Camera,Vivotek,IP8160-W,V18.9.35,2018,8,124.82.51.55,0,basic,weak,1,1,"80,443,554,8080",4,1,0,1,1,1,high,35,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,111.0,Critical,3
CCTV-00179,IP Camera,Vivotek,IP8160-W,V21.8.78,2021,5,112.146.29.243,0,basic,strong,0,1,"80,8080",2,0,1,1,0,1,medium,9,1,Outdated Firmware,9.8,9.8,7.0,7,89.0,Critical,3
CCTV-00180,IP Camera,Hanwha,PNM-9084RQZ,V19.7.1,2019,7,160.102.7.189,1,no-auth,none,1,0,"443,554",2,1,1,1,1,1,medium,70,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,223.0,Critical,3
CCTV-00181,IP Camera,Uniview,IPC322LR3-VSPF40,V23.8.36,2023,3,39.131.128.178,0,strong,strong,1,1,"80,554,8000",3,0,1,1,1,1,none,143,0,None,0.0,0.0,0.0,0,19.0,Low,0
CCTV-00182,IP Camera,Axis,M3067-P,V18.3.96,2018,8,77.127.147.24,0,no-auth,none,0,1,"80,443",2,1,1,0,1,0,low,80,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,176.0,Critical,3
CCTV-00183,IP Camera,Axis,Q1615-E,V15.2.60,2015,11,183.252.3.196,1,basic,none,1,1,"80,443",2,1,1,0,1,1,none,91,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,215.0,Critical,3
CCTV-00184,IP Camera,Hanwha,QNV-7080R,V24.7.47,2024,2,138.177.201.221,0,strong,none,0,1,"80,443,4520",3,0,0,1,0,1,low,108,1,No Encryption,7.5,7.5,6.0,6,73.5,High,2
CCTV-00185,IP Camera,Uniview,IPC672LR-AX4DUPK,V17.1.89,2017,9,189.190.186.219,1,basic,strong,0,1,"80,554,8000",3,1,1,1,1,0,low,87,3,Default Credentials | Outdated Firmware | Path Traversal,9.8,9.13,5.67,17,169.0,Critical,3
CCTV-00186,IP Camera,Axis,P1455-LE,V17.9.16,2017,9,171.161.249.77,0,no-auth,none,0,1,"443,554",2,0,0,1,1,0,medium,121,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,161.0,Critical,3
CCTV-00187,IP Camera,CP Plus,CP-DGC-D13L2,V22.0.50,2022,4,183.101.89.251,1,strong,strong,1,1,"554,8080",2,1,0,1,1,1,none,88,3,Default Credentials | Outdated Firmware | Path Traversal,9.8,9.13,5.67,17,139.0,Critical,3
CCTV-00188,IP Camera,Hanwha,QND-7082R,V17.8.62,2017,9,84.136.202.70,0,basic,strong,1,1,"80,443,4520",3,1,0,1,0,0,none,20,2,Outdated Firmware | Buffer Overflow,9.8,9.45,9.5,19,119.0,Critical,3
CCTV-00189,IP Camera,Axis,Q1615-E,V20.8.57,2020,6,144.42.53.68,0,strong,strong,0,1,"80,443,554",3,1,0,1,1,1,none,140,1,Outdated Firmware,9.8,9.8,7.0,7,90.0,Critical,3
CCTV-00190,IP Camera,Vivotek,CC8370-HV,V15.6.39,2015,11,188.90.233.162,1,no-auth,weak,1,0,"80,443,554,8080",4,0,0,1,1,0,high,138,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,207.0,Critical,3
CCTV-00191,IP Camera,Uniview,IPC2328SBR3-DPZ,V18.8.39,2018,8,135.244.153.3,0,basic,weak,1,1,"443,554,8000",3,1,0,1,1,0,low,34,3,Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.03,7.0,21,131.0,Critical,3
CCTV-00192,IP Camera,Hanwha,PNF-9010R,V21.9.29,2021,5,166.139.145.167,0,basic,strong,0,1,"80,554,4520",3,0,1,1,0,0,medium,61,1,Outdated Firmware,9.8,9.8,7.0,7,94.0,Critical,3
CCTV-00193,IP Camera,Uniview,IPC6252SR-X5UG,V17.1.23,2017,9,69.46.77.4,1,basic,weak,1,1,"80,443,554,8000",4,1,0,1,0,1,low,72,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,154.0,Critical,3
CCTV-00194,IP Camera,Axis,M3116-LVE,V17.4.63,2017,9,192.127.197.198,0,basic,none,1,1,"80,443",2,0,1,0,1,0,medium,97,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,166.0,Critical,3
CCTV-00195,IP Camera,Axis,M3116-LVE,V20.0.25,2020,6,60.184.26.222,0,basic,weak,0,1,"80,443,554",3,1,0,1,0,0,low,31,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,110.0,Critical,3
CCTV-00196,NVR,Uniview,NVR304-32E-B,V25.3.81,2025,1,168.173.30.16,0,strong,weak,1,1,"80,554,8000",3,0,1,0,0,1,none,63,2,Weak Encryption | Command Injection,9.9,8.2,6.5,13,107.5,Critical,3
CCTV-00197,IP Camera,CP Plus,CP-VAC-D20L2,V20.1.16,2020,6,135.97.95.140,1,basic,weak,1,1,"80,443,8080,9000",4,1,0,1,1,0,medium,112,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,150.0,Critical,3
CCTV-00198,IP Camera,CP Plus,CP-VCG-SD10L2,V20.4.76,2020,6,71.164.32.169,0,basic,strong,1,1,"80,443,554,9000",4,0,0,1,0,0,medium,93,1,Outdated Firmware,9.8,9.8,7.0,7,87.0,Critical,3
CCTV-00199,IP Camera,Vivotek,IP8160-W,V16.7.98,2016,10,178.250.131.13,0,no-auth,weak,1,0,"80,554",2,1,1,1,1,0,low,27,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.5,7.75,31,182.0,Critical,3
CCTV-00200,IP Camera,CP Plus,CP-EAC-T24PL2,V19.1.1,2019,7,20.36.155.20,0,basic,weak,0,1,"80,8080",2,1,0,1,0,0,medium,14,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,113.0,Critical,3
